"" "GSM647591_W01_06Y4D_HG_U133_Plus2.CEL"	"GSM647592_W02_06Y4C_HG_U133_Plus2.CEL"	"GSM647593_W03_06Y4B_HG_U133_Plus2.CEL"	"GSM647594_W04_06Y4A_HG_U133_Plus2.CEL"	"GSM647595_W05_06Y49_HG_U133_Plus2.CEL"	"GSM647596_W06_06Y48_HG_U133_Plus2.CEL"	"GSM647597_W07_06Y47_HG_U133_Plus2.CEL"	"GSM647598_W08_06Y46_HG_U133_Plus2.CEL"	"GSM647599_W09_06Y45_HG_U133_Plus2.CEL"	"GSM647600_W10_06Y44_HG_U133_Plus2.CEL"	"GSM647601_W11_06Y43_HG_U133_Plus2.CEL"	"GSM647602_W12_06Y42_HG_U133_Plus2.CEL"	"GSM647603_W13_06Y41_HG_U133_Plus2.CEL"	"GSM647604_W14_06Y40_HG_U133_Plus2.CEL"	"GSM647605_W16_06Y3Y_HG_U133_Plus2.CEL"	"GSM647606_W17_06Y4J_HG_U133_Plus2.CEL"	"GSM647607_W19_06Y55_HG_U133_Plus2.CEL"	"GSM647608_W_JUL22_12_06XZ8_HG_U133_Plus_2.CEL"	"GSM647609_W_JUL22_1_06XZK_HG_U133_Plus_2.CEL"	"GSM647610_W_JUL22_2_06XZJ_HG_U133_Plus_2.CEL"	"GSM647611_W_JUL22_3_06XZH_HG_U133_Plus_2.CEL"	"GSM647612_W_JUL22_4_06XZG_HG_U133_Plus_2.CEL"	"GSM647613_W_JUL22_5_06XZF_HG_U133_Plus_2.CEL"	"GSM647614_W_JUL22_6_06XZE_HG_U133_Plus_2.CEL"	"GSM647615_W_JUL22_7_06XZD_HG_U133_Plus_2.CEL"	"GSM647616_W_JUL22_8_06XZC_HG_U133_Plus_2.CEL"	"GSM647617_W_JUL22_9_06XZB_HG_U133_Plus_2.CEL"	"GSM647618_W_JUL7_10_06XVW_HG_U133_Plus_2.CEL"	"GSM647619_W_JUL7_11_06XVV_HG_U133_Plus_2.CEL"	"GSM647620_W_JUL7_12_06XVU_HG_U133_Plus_2.CEL"	"GSM647621_W_JUL7_1_06XW5_HG_U133_Plus_2.CEL"	"GSM647622_W_JUL7_2_06XW4_HG_U133_Plus_2.CEL"	"GSM647623_W_JUL7_3_06XW3_HG_U133_Plus_2.CEL"	"GSM647624_W_JUL7_4_06XW2_HG_U133_Plus_2.CEL"	"GSM647625_W_JUL7_5_06XW1_HG_U133_Plus_2.CEL"	"GSM647626_W_JUL7_6_06XW0_HG_U133_Plus_2.CEL"	"GSM647627_W_JUL7_7_06XVZ_HG_U133_Plus_2.CEL"	"GSM647628_W_JUL7_8_06XVY_HG_U133_Plus_2.CEL"	"GSM647629_W_JUL7_9_06XVX_HG_U133_Plus_2.CEL"	"GSM647551_05_0025.CEL"	"GSM647552_05_0028.CEL"	"GSM647553_06_0008.CEL"	"GSM647554_06_0011.CEL"	"GSM647555_06_0012.CEL"	"GSM647556_06_0013.CEL"	"GSM647557_07_0007.CEL"	"GSM647558_10_0026.CEL"	"GSM647559_10_0038.CEL"	"GSM647560_11_0037.CEL"	"GSM647561_11_0057.CEL"	"GSM647562_11_0070.CEL"	"GSM647563_11_0075.CEL"	"GSM647564_11_0084.CEL"	"GSM647565_11_0086.CEL"	"GSM647566_11_0087.CEL"	"GSM647567_11_0090.CEL"	"GSM647568_11_0096.CEL"	"GSM647569_11_0109_A1.CEL"	"GSM647570_12_0001.CEL"	"GSM647571_13_0004.CEL"	"GSM647572_13_0005.CEL"	"GSM647573_13_0006.CEL"	"GSM647574_14_0004.CEL"	"GSM647575_14_0006.CEL"	"GSM647576_15_0021.CEL"	"GSM647577_15_0023.CEL"	"GSM647578_15_0025.CEL"	"GSM647579_17_0003.CEL"	"GSM647580_18_0004.CEL"	"GSM647581_19_0006.CEL"	"GSM647582_19_0007.CEL"	"GSM647583_19_0008.CEL"	"GSM647584_19_0009.CEL"	"GSM647585_20_0002.CEL"	"GSM647586_20_0006.CEL"	"GSM647587_20_0007.CEL"	"GSM647588_20_002.CEL"	"GSM647589_22_0010.CEL"	"GSM647590_22_0013.CEL"	"GSM647527_01_0087.CEL"	"GSM647528_01_0089.CEL"	"GSM647529_01_0092.CEL"	"GSM647530_01_0093.CEL"	"GSM647531_01_0095.CEL"	"GSM647532_01_0099.CEL"	"GSM647533_01_0109.CEL"	"GSM647534_01_0112.CEL"	"GSM647535_01_0114.CEL"	"GSM647536_01_0115.CEL"	"GSM647537_01_0116.CEL"	"GSM647538_01_0117.CEL"	"GSM647539_01_0129.CEL"	"GSM647540_01_0133.CEL"	"GSM647541_01_0134.CEL"	"GSM647542_01_0138.CEL"	"GSM647543_01_0142.CEL"	"GSM647544_01_0146.CEL"	"GSM647545_03_0003.CEL"	"GSM647546_04_0002.CEL"	"GSM647547_04_0006.CEL"	"GSM647548_05_0019.CEL"	"GSM647549_05_0020.CEL"	"GSM647550_05_0023.CEL"
"FLJ20712"	4.5085	4.3088	4.207	3.7709	4.0984	4.052	4.2193	4.3882	4.65	4.812	4.1423	4.9391	5.2889	4.7478	4.0059	4.526	4.1091	4.3206	4.5512	4.4359	4.5283	4.351	3.8982	4.4524	4.2937	4.5144	4.8337	4.3718	4.3365	4.4369	4.3848	4.3941	4.602	4.3414	4.5891	4.9782	4.733	4.5397	4.5172	4.0728	4.4617	4.1302	3.8717	4.2077	4.0521	3.7258	3.943	3.9121	4.25	3.5482	3.7405	4.0977	4.4618	3.5961	4.1732	3.7787	4.425	4.556	3.8712	4.2022	4.1989	3.6229	4.3385	3.7965	4.2131	4.1485	4.1301	5.0818	4.8336	3.4239	3.931	4.5812	3.8407	4.0942	3.7147	4.1634	3.9714	4.7993	4.535	3.5611	3.6684	3.526	3.4763	3.3762	3.5747	4.2281	4.5343	3.4869	3.4686	3.7881	3.8873	3.6408	4.2608	3.9441	4.079	3.9842	3.6722	3.5443	4.0882	3.6863	3.84	3.4199	4.0569
"FLJ22763"	2.9438	2.858	2.8151	2.8678	2.7326	2.8688	2.7987	3.2514	2.8073	3.0142	2.9109	3.0537	3.3054	2.9287	2.8791	3.0452	2.8956	2.7704	2.9044	2.8562	2.9948	2.8574	2.8663	3.0085	3.3184	3.1538	3.086	3.0826	2.968	2.7404	2.915	2.9959	3.2033	2.968	3.2176	3.0671	3.1151	2.9803	3.1355	2.9558	2.8016	3.1914	3.0469	3.0763	3.0883	3.1455	2.9863	2.9763	3.2965	2.9272	2.9637	2.9021	2.8333	2.6946	3.0701	2.862	3.0429	3.1484	3.2256	3.1019	3.5164	2.9522	2.7706	3.1467	3.0126	2.7912	3.0923	3.2005	2.9135	2.7306	3.0114	3.0002	2.8992	3.2524	2.9625	2.7922	2.9945	2.9521	2.8047	2.6776	2.8826	2.4366	2.5631	2.4484	2.6136	2.6534	2.8055	2.9082	2.5521	2.634	2.6284	2.9163	2.7992	2.6278	2.4222	2.6643	2.7168	2.9779	3.3754	2.615	2.8578	2.7742	2.9117
"FLJ23867///QSOX1"	6.9314	5.863	6.8876	6.1123	7.0309	6.3011	5.828	6.7684	6.0831	6.9109	6.827	6.3902	6.9781	5.544	5.8863	5.9507	5.4328	6.2148	6.6383	6.1285	6.2494	6.5036	6.4284	6.234	6.7835	5.7107	6.2445	6.1223	6.5435	6.5586	5.4616	6.1428	5.6347	5.9811	6.4367	6.4232	6.6456	5.8887	6.6712	6.5553	5.8684	5.4591	6.037	6.3914	6.1937	6.0087	5.7245	5.6826	5.6782	6.2848	5.7046	5.8729	5.7995	5.4765	5.7167	5.4167	6.1509	6.4722	6.0951	5.8476	5.5883	5.6098	6.0127	5.2516	5.6792	6.4242	6.386	6.2086	6.2136	5.6558	6.1023	6.3638	5.9167	5.846	6.2769	5.7566	6.1418	5.5746	5.1422	6.3005	6.6407	5.4146	5.7681	6.2476	5.6961	5.6355	5.729	6.7529	5.453	5.5491	5.7262	5.5293	6.4351	6.4538	6.1408	6.094	5.5909	5.8203	5.6657	5.3795	5.6594	6.4897	6.1269
"FLJ25694///LOC101929344"	3.47	3.4845	3.4802	3.4802	3.2818	3.5735	3.4505	3.2816	3.4687	3.8052	3.3619	3.4874	3.7153	3.5123	3.6991	3.4802	3.3543	3.676	3.4641	3.1847	3.5139	3.4802	3.333	3.6271	3.5277	3.3166	3.6779	3.3316	3.5395	3.6174	3.241	3.3359	3.3389	3.3942	3.6778	3.6462	3.657	3.2681	3.2417	3.3708	3.5537	3.37	3.5775	3.4787	3.7301	3.5053	3.601	3.6444	4.2296	3.3765	3.6125	3.7855	3.4697	3.2257	3.6162	3.7185	3.4572	3.7102	3.5416	3.8166	3.4756	3.3672	3.4719	3.3617	3.3658	3.4051	3.6357	4.0072	3.606	3.3337	3.6357	3.5176	3.9912	4.1288	3.8768	3.5422	3.3732	3.7422	3.8147	3.2723	3.1723	3.0387	3.1732	3.578	3.4177	3.2816	3.5701	3.2883	3.0439	3.2475	3.1945	3.178	3.3622	3.5076	3.3475	3.2998	3.2107	3.3859	3.4518	3.4363	3.4881	2.9515	3.3817
"FLJ26850"	3.4013	3.5928	3.5067	3.4294	3.3557	3.5636	3.3212	3.6059	3.5359	4.1699	3.3289	3.7695	4.2451	3.3298	3.5102	3.5546	3.233	3.9224	3.7961	3.8334	3.3189	3.5346	3.4219	3.6302	3.4784	3.9647	3.7165	3.6682	3.7009	3.8802	3.1024	3.5646	3.5581	3.6272	3.5023	3.8464	3.5226	3.7451	3.5646	3.3455	3.8466	3.4816	3.7256	3.451	3.506	3.4282	3.4741	3.4011	3.2546	3.4029	3.4253	3.2077	3.5866	3.105	3.5459	3.5892	3.3834	3.7012	3.5253	3.6721	3.44	3.1315	3.833	3.2571	3.5037	3.5866	3.5015	3.8145	3.6063	3.1683	3.3766	3.8231	3.6136	3.6547	3.6941	3.4702	3.6769	3.4656	3.0297	3.2785	3.1272	3.0701	3.2856	2.9869	3.305	3.018	3.399	3.2244	3.2524	3.4035	3.3049	3.0062	4.109	3.2588	3.1137	3.3237	3.164	3.1875	3.3837	3.0377	3.1867	3.1578	3.1796
"FLJ27354"	3.5277	4.1382	3.513	4.4535	3.9763	4.1674	4.4948	3.9016	4.298	4.0485	3.5896	3.8194	3.8226	4.5152	4.2602	4.7011	4.3852	4.0532	4.0813	4.3638	3.9202	4.4661	3.4654	4.2318	3.5621	4.1199	3.9559	3.9406	4.0599	3.8218	4.1517	4.0532	3.5977	4.7817	4.16	3.9261	3.8406	3.5576	4.1867	3.3104	4.0973	3.5479	3.4825	3.6495	3.5204	3.6417	3.2618	3.3109	3.7545	3.2866	3.5084	3.5012	3.7084	3.3687	3.3406	3.3111	3.6488	3.4876	3.3833	3.7284	3.5583	3.558	4.1981	3.412	3.6553	3.8229	3.5553	3.9238	3.9028	3.6758	3.8449	3.6022	3.3898	3.5095	3.4555	3.3048	3.3372	3.8485	3.6982	3.9654	3.695	4.6132	4.1416	3.845	4.1486	4.1228	4.0776	3.7267	4.0296	4.3949	3.9261	4.2679	3.7214	3.8551	4.0118	4.1168	3.5625	3.6725	3.6641	4.588	4.8563	3.5208	3.8119
"FLJ30403"	4.3728	4.1996	4.4415	4.1467	4.2012	3.9515	4.1715	4.1915	4.3437	4.6376	4.4703	4.2646	4.2182	4.0915	4.171	4.506	4.0034	4.1462	4.1416	4.0044	4.2425	4.5172	4.0839	3.9754	4.3523	3.9919	4.2882	4.4109	4.3224	4.2354	3.8743	4.5887	4.0756	3.9445	4.0869	4.0903	4.4106	4.4756	4.4393	4.5252	4.194	3.5581	4.0942	3.933	3.8873	4.1631	3.9361	4.0912	4.2684	3.9168	4.1344	4.0178	4.1016	3.9219	3.963	4.0048	4.0611	4.179	3.568	3.9862	4.0743	3.7811	3.7604	3.9013	4.0656	3.8521	3.9502	4.2633	4.0783	3.9516	4.1491	3.9262	4.0047	4.3691	3.9398	4.1462	3.8466	4.1416	4.4201	3.6196	3.9672	3.7986	3.5252	3.6934	3.8021	3.5009	4.0443	3.7901	3.5407	4.0591	3.6495	3.8386	3.7436	4.0075	3.7337	3.8625	3.8726	3.662	3.9031	3.6196	3.9531	3.5506	3.7519
"FLJ30679"	5.3554	5.1131	5.2959	5.203	5.3089	5.0837	5.1524	5.3065	5.1311	5.5368	5.3587	5.1475	5.1619	5.1377	5.3036	5.0901	4.977	5.5166	5.2642	5.3009	5.236	5.0584	5.3121	5.2975	6.3953	5.2227	5.2394	5.2827	5.2827	5.374	5.1493	5.2827	5.3986	5.2906	5.1875	5.4328	5.3026	5.2827	5.6957	5.6596	5.8495	5.4091	5.3972	5.3802	5.9365	5.6672	5.6246	5.405	5.3512	5.7302	5.4495	5.4071	5.5932	5.4777	5.7528	5.3682	5.2307	5.7516	5.3188	5.529	5.3515	5.4185	5.6398	5.7142	5.3642	5.5971	5.3522	5.7313	5.8294	5.2311	5.7147	5.7546	5.634	5.4877	5.797	5.8428	5.349	5.1648	5.2763	5.3149	5.3622	5.2485	5.1444	5.3827	5.0546	5.245	5.3048	5.4265	5.2336	5.3319	5.2149	5.0591	5.4752	5.4081	5.155	5.1482	5.5004	5.5171	5.2678	5.4359	5.4542	5.0594	5.3314
"FLJ31104"	5.0613	5.2935	4.9888	5.1429	5.1536	5.265	5.0962	5.0825	5.3195	5.5295	4.9692	5.2542	5.4205	5.115	5.1486	5.2891	5.3751	5.405	5.1637	4.9719	5.1907	4.9533	4.9911	5.2032	5.7189	5.2104	5.3766	5.0572	5.2827	5.3105	4.9648	5.3592	4.9927	5.1656	5.4235	4.8543	5.1216	5.263	5.398	4.7938	5.0136	5.2184	5.062	4.9724	5.189	4.8271	4.9637	4.2807	4.9346	4.681	4.6524	5.0071	5.1256	4.7592	5.1354	4.8956	4.8685	4.9997	4.8068	4.6873	4.9957	4.7375	5.2677	4.9774	4.8961	5.083	4.9197	4.6838	5.1746	4.5977	5.064	5.1861	4.9392	4.9746	4.7524	4.7708	4.8997	5.341	4.8584	4.9057	4.7689	5.3175	5.0555	4.9336	4.9199	5.1269	4.874	4.9261	4.9067	5.5691	4.9404	4.9658	5.2889	4.7976	5.0537	4.8894	4.8587	4.97	5.2203	4.9434	4.6661	4.6136	4.6432
"FLJ31306"	6.4451	7.0781	6.3706	7.7028	6.9958	7.5533	7.4063	7.8605	7.6651	4.3062	7.5206	7.7103	6.2636	7.6746	7.7196	7.4364	8.0067	6.6763	7.131	7.3481	8.2289	7.8831	8.0097	7.8313	7.0165	7.0069	7.2672	7.3784	6.1869	7.5301	8.091	7.1545	7.0547	8.2378	5.8307	7.0683	7.9641	7.3319	7.0574	4.734	5.3825	6.6857	6.9347	7.7793	6.5421	6.5013	7.7958	8.3095	6.3674	7.6146	7.6575	8.2254	7.54	7.8228	8.0808	6.9233	8.1023	4.963	8.0889	7.1992	6.8725	8.0609	5.5287	7.4703	7.1281	6.5323	7.7227	5.2343	6.9779	7.4093	6.1832	6.0436	5.729	7.0427	7.7307	7.4345	7.9502	6.4646	8.4533	7.0932	7.1211	7.1796	7.7969	7.0527	7.4387	7.2149	7.0044	7.2158	7.259	6.8669	7.9078	8.4432	6.8467	7.4551	7.675	7.5764	6.6014	6.5052	7.4314	7.229	6.0244	6.891	7.2874
"FLJ31356"	3.347	3.4521	3.1856	3.1203	3.207	3.2702	3.2387	3.3814	3.6031	3.7109	2.9297	3.4001	3.8893	3.3545	3.3873	3.3697	3.1604	3.5796	3.5724	3.4082	3.3323	3.4744	3.301	3.1938	3.2227	3.9126	3.5819	3.24	3.3888	3.4606	3.5345	3.2535	3.3806	3.4537	3.4784	3.523	3.2679	3.7448	3.4492	3.0951	3.4392	3.4914	3.7592	3.6644	3.7685	3.2962	3.5087	3.4507	3.614	3.4609	3.5176	3.4156	3.7166	3.4107	3.4214	3.3994	3.7952	3.5353	3.2358	3.6411	3.6727	3.4256	3.6644	3.3016	3.5523	3.8594	3.9116	3.3762	3.783	3.4589	3.5293	4.084	3.5561	3.4352	3.4163	3.4115	3.5502	3.3451	3.2975	3.0486	3.1485	3.2085	2.9716	2.9979	3.0698	3.1174	3.7485	3.3541	3.2214	3.4148	3.0991	2.9444	3.0677	3.3071	3.3565	3.0599	3.2842	2.9026	3.1732	3.2691	3.0053	3.1923	3.5529
"FLJ31715"	4.4763	4.6804	4.5303	4.4301	4.5995	4.6944	4.5961	4.3882	4.5597	5.0253	4.3987	4.6887	4.7717	4.701	4.3099	4.6259	4.6326	4.6405	4.6893	4.5835	4.6802	4.3758	4.5995	4.4543	4.8844	4.5542	4.5611	4.5344	4.6009	4.736	4.6505	4.7213	4.6694	4.4289	4.6267	4.602	4.8237	4.713	4.5848	4.8861	4.963	4.6775	4.9322	4.6297	4.6977	4.7273	4.736	4.9435	5.1058	4.8054	4.8601	4.7303	4.8635	4.9545	4.8272	4.7319	4.6822	4.9969	4.5548	4.8273	4.7205	4.6709	4.7549	4.938	4.7396	4.7368	4.8333	5.2373	5.3097	4.6124	5.0792	4.7201	4.7078	5.0791	4.8584	4.6496	4.8129	4.5872	4.5916	4.293	4.453	4.5557	4.462	4.4744	4.508	4.567	4.715	4.5697	4.7433	4.5375	4.6282	4.4294	4.7868	4.6479	4.5838	4.3078	4.5447	4.6284	4.6579	4.557	4.4797	4.461	4.5335
"FLJ32154"	5.2126	5.2536	4.5957	4.8812	4.8183	4.8227	4.6572	4.8954	5.6173	6.2612	4.7373	5.6802	5.959	5.016	5.033	5.0909	4.9705	5.6886	5.0483	5.0413	5.2029	5.3913	4.8914	5.0798	5.2322	5.8737	5.8158	5.1941	4.7992	5.0094	5.1413	5.2569	5.0257	4.6799	5.1751	5.6835	5.249	4.6105	5.5027	5.2073	5.4369	5.2666	4.849	5.2083	5.0751	4.5984	4.7287	4.7383	4.9197	4.6198	4.9671	4.7782	5.3942	4.7548	5.1972	4.8278	5.304	5.8419	4.7757	5.2501	4.6567	4.8248	5.5805	4.8429	5.5521	5.6795	5.2202	5.3635	5.9795	4.473	5.1285	5.988	4.9242	5.3787	4.5805	4.6528	4.9346	5.6167	4.8287	4.5935	4.4775	4.1338	4.0036	4.3498	4.242	5.0002	5.3293	4.8642	4.5061	5.1761	4.697	4.9306	5.3301	5.0802	4.794	4.7724	4.5523	4.4126	5.2741	4.6788	4.5235	4.5631	5.0529
"FLJ32255"	7.1589	7.8694	7.5847	7.2303	7.4841	7.2743	8.5973	7.1425	7.3794	7.1825	7.5387	6.6227	7.5306	7.6299	7.4132	7.4089	7.6495	8.4715	7.3873	7.6342	7.1689	6.721	6.7969	6.224	5.9461	6.9029	6.3493	8.0882	7.5431	6.9544	8.075	6.8844	6.8974	7.3833	7.5062	6.8045	7.2702	6.3746	6.8879	8.2237	7.4817	6.4917	7.2781	6.868	6.7412	7.3058	7.7453	8.0013	6.8018	7.4825	8.14	6.8899	6.6607	6.9104	7.7038	7.348	6.9495	6.7193	7.2743	7.9333	7.739	7.3802	7.1256	7.2982	6.8486	6.169	6.2257	6.3938	5.9859	7.1118	7.9972	6.8524	7.1892	7.3998	7.1666	7.629	7.3388	8.2796	7.531	7.2621	7.1116	7.772	7.1858	6.9004	7.1682	7.4981	7.5312	6.7739	7.2943	7.5931	7.8114	7.2314	6.1913	6.487	6.9166	7.2124	7.8897	6.1222	6.6152	6.6762	7.2424	6.6872	7.166
"FLJ32790"	3.1453	3.3383	3.3256	3.2474	3.3602	3.2724	3.163	3.4754	3.3316	3.7575	3.2581	3.2491	3.5953	3.2678	3.5429	3.2361	3.3032	3.3588	3.6998	3.2495	3.3303	3.3303	3.1821	3.5083	3.4044	3.3628	3.5249	3.3303	3.2947	3.3372	2.8338	3.406	3.3672	3.145	3.1922	3.3681	3.2678	3.5889	3.2303	3.5245	3.4184	3.2009	3.3326	3.5959	3.689	3.2749	3.4029	3.4415	3.5553	3.5152	3.4711	3.6052	3.6543	3.2719	3.3097	3.5407	3.4362	3.5555	3.1978	3.9678	3.4832	3.1356	4.0041	3.402	3.4622	3.766	3.5378	3.8119	3.9739	3.2726	3.4911	3.4477	3.6978	3.668	3.5718	3.458	3.3301	3.2972	3.3588	3.4583	3.3304	3.1428	3.2146	3.2258	2.8695	3.1233	3.1874	3.6724	3.1891	3.2221	3.0437	3.0489	3.2221	3.1715	3.3307	3.1572	3.5357	3.1859	3.1841	2.9232	3.1348	3.0408	3.618
"FLJ32955"	3.199	3.1038	3.2472	3.1966	3.2792	3.0744	3.2651	3.4499	3.1227	3.2338	3.4109	3.4198	3.3758	3.2417	3.2566	3.2331	3.3246	3.2425	3.2481	3.1376	3.0957	3.2916	3.0805	3.3127	4.0133	3.1552	3.1626	3.2607	3.2441	3.1906	3.0053	3.4761	3.3182	3.0619	3.6233	3.2441	3.2376	3.0313	3.2217	3.5595	3.2802	3.0222	3.3424	2.9919	3.2525	3.3689	3.2476	3.1173	3.5476	3.1001	3.2188	3.1151	3.1548	3.0231	3.2868	3.236	3.2031	3.2862	3.4523	3.3229	3.3121	2.7912	3.1385	2.9987	3.2522	3.1375	3.2585	3.1901	3.3048	3.2321	3.2504	3.4435	3.2402	3.3664	3.2442	3.2388	3.37	3.902	3.4548	2.9778	3.0106	3.2019	3.3589	3.0606	2.9643	2.9847	3.361	3.1201	2.7797	3.2468	2.9924	2.9175	2.964	2.9676	2.9712	3.1555	3.1189	3.8019	3.3428	3.4651	2.9462	3.0934	2.9075
"FLJ33360"	3.5941	3.8183	3.7279	4.0732	4.0684	3.6651	4.1099	3.5074	3.5698	3.9216	3.834	4.013	4.1272	3.8793	4.0431	4.1133	4.0413	3.4607	4.2066	4.0329	3.8147	3.6962	3.4842	3.7871	4.575	3.5783	3.6906	3.6207	3.8166	3.8733	3.5111	3.8729	3.9055	3.8139	3.7086	3.7246	3.8737	3.6643	3.8964	3.6374	3.5302	3.6992	3.6301	3.4909	3.917	3.1793	3.3584	3.3154	3.8788	3.4185	3.4009	3.4423	3.2004	3.5121	3.6708	3.2933	3.407	3.6427	3.6033	3.7102	3.597	3.6272	3.3709	3.5678	3.524	3.5983	3.6091	3.9415	3.425	3.5256	3.502	3.6071	3.6392	3.4677	3.6519	3.2372	3.5125	3.9471	3.6235	3.5648	3.3801	3.6938	3.3875	3.1502	3.4021	3.3594	3.4501	3.5571	3.3917	3.5336	3.5348	3.4293	3.1957	3.3122	3.2331	3.3868	3.3574	3.5471	3.5063	3.4249	3.0248	3.3647	3.1078
"FLJ34503"	3.7081	3.9323	3.8647	3.9855	3.9772	4.0436	3.9592	3.7485	3.8811	4.325	3.9339	4.2109	4.5315	3.7978	3.7413	3.8153	3.9012	3.8699	3.7393	4.0297	3.9706	3.8144	3.8097	3.9651	4.2254	4.132	4.0255	3.8813	3.9371	3.9473	3.9371	4.2299	3.9054	3.859	4.2377	3.9371	4.3006	3.8297	4.0643	4.0545	3.8295	4.2695	4.0301	4.4229	4.3216	4.1563	4.0469	4.0514	4.1679	4.0094	3.9239	4.4616	4.2526	4.0877	4.063	4.0448	4.3605	4.1817	4.2208	4.6453	4.065	4.0164	4.0597	4.0741	4.3783	4.2054	4.5066	4.3006	4.3353	4.1036	4.289	4.5024	4.0387	4.1012	4.0898	3.9885	4.1569	4.4985	4.0843	3.9606	3.8303	3.7034	3.6565	3.9118	3.5149	3.7543	3.8182	4.1333	3.6862	3.7639	3.689	3.727	3.9722	3.6836	3.8555	3.5524	4.1802	3.4756	3.7925	3.8701	3.7763	3.3656	3.6802
"FLJ35816"	2.8027	2.9525	2.9999	2.9441	3.0478	2.9783	2.7998	2.8213	3.3091	3.4432	2.9613	3.5067	3.1439	2.8623	3.0309	3.2506	2.775	3.007	3.2818	2.9905	3.0108	3.0771	2.7704	3.0464	2.741	3.2911	3.5816	2.8548	2.7947	3.0352	3.1757	2.9616	2.9409	3.0683	3.1141	3.0159	2.9259	2.7924	2.9853	3.1683	3.2725	3.1119	3.1358	3.4287	3.2055	2.9212	2.9408	2.9826	3.2871	3.0336	3.0643	3.0805	3.2686	3.0577	3.1989	3.0806	3.1797	3.3531	3.1055	3.2083	3.0362	2.9257	3.1483	3.0019	3.0381	3.153	3.4324	3.6425	3.3699	2.7417	3.192	3.168	2.8873	3.1732	2.9935	3.1615	3.1236	3.4015	3.2048	2.8276	2.8502	2.9546	2.7136	2.6246	2.8279	2.7926	2.995	2.9126	2.9111	3.1588	2.8781	3.201	3.291	3.1014	2.7482	2.8275	3.0069	2.7049	2.853	2.8237	2.5941	2.8088	2.8609
"FLJ35934"	4.0071	3.6709	3.7216	3.7666	3.7043	3.8554	3.6855	3.5809	3.7549	4.2915	3.5607	3.5607	3.9693	3.7675	3.9253	3.8018	3.5803	4.1851	3.3113	3.7186	3.7212	3.5222	3.7909	3.7267	3.8049	4.0825	4.0928	3.4948	3.8927	3.5729	3.6703	3.7757	3.67	3.8521	3.6734	4.0259	3.7889	4.0267	3.5888	4.0888	3.768	4.324	3.7412	3.894	3.8446	3.7715	3.7517	3.5695	3.8572	3.5748	3.7517	3.8847	4.2216	3.6708	3.8896	3.7021	3.7595	4.2241	3.4112	3.8134	4.0131	3.3859	4.0021	3.8424	3.617	3.5837	3.569	4.0717	3.6358	3.2705	3.8384	3.9551	3.8486	3.8179	3.824	3.865	3.706	4.1511	4.4396	3.962	4.0522	4.2921	3.8274	3.5633	3.7543	4.1044	4.2356	3.9585	3.7898	3.8021	3.731	3.5761	4.1874	3.9592	4.036	4.3532	4.0702	3.9302	3.7287	3.7269	3.5326	4.4371	4.0082
"FLJ37035"	4.0442	4.3094	4.1807	4.0119	4.1393	4.0698	4.1336	4.1809	4.3484	4.3592	4.2897	4.4497	4.5205	4.1401	4.2974	4.2971	4.2506	4.5257	4.115	4.0402	4.3048	4.113	4.1292	4.2455	4.0013	4.276	4.4344	4.0787	4.2503	4.2305	4.1577	4.4522	4.2271	4.1908	4.3481	4.1742	4.1136	4.5902	4.2507	4.1488	4.2895	4.509	4.1662	4.2629	4.2767	4.1913	4.3264	4.1731	4.4924	4.0488	4.1997	4.1696	4.2244	4.1536	4.2026	4.1372	4.2632	4.5338	4.1372	4.1446	4.4708	4.3582	4.5416	4.2325	4.436	4.3756	4.1896	4.3972	4.2083	3.8583	4.2903	4.3469	4.2709	4.1554	4.1738	3.9358	3.8956	4.6307	4.1485	3.9619	4.131	4.3334	4.2779	4.0425	4.1131	4.2653	4.4033	4.3402	4.0821	4.3511	3.9882	4.2291	4.3489	4.2285	4.1761	4.1489	3.9201	3.8976	4.1394	4.1856	4.2296	4.0611	4.0816
"FLJ37453"	6.3461	6.1832	6.6462	6.5723	6.8924	6.6021	6.5912	6.5913	6.1228	6.1133	6.5949	6.1549	5.674	6.1885	6.3948	6.3336	6.2956	6.4032	6.6548	6.318	6.6618	7.0013	6.807	6.1929	6.5372	6.218	6.4019	6.2099	6.4007	6.3947	6.2585	6.5456	6.0088	6.6036	6.6672	5.845	6.3661	6.882	6.6522	6.6243	6.1344	6.6502	6.3056	6.2279	6.4084	6.4496	6.625	6.3955	5.9758	6.5134	6.3609	6.62	6.1638	6.2342	6.089	6.3445	6.3062	5.7558	6.9128	5.7714	5.9217	6.8818	6.2071	6.7409	6.3129	6.1719	6.1722	6.1978	5.9158	6.6599	6.1221	6.3167	6.6487	6.0769	6.5389	6.897	6.7825	6.7398	6.4718	6.4422	6.4827	6.6003	6.4511	6.5622	6.0982	6.3462	6.1744	5.8852	6.208	6.2559	6.0875	6.182	6.3503	6.3167	6.3715	6.5853	6.371	6.5541	5.7671	6.3776	6.374	6.5257	6.0713
